"","X","address","bedroom","bathroom","carspace","soldprice","yearsold","latitude","longitude","distance_to_train_station"
"154",154,"9/39-47 Wellington Road Granville 2142",2,2,1,349000,"2012-03-15",-33.8647576160099,151.0245913691,3764.28945963307
"155",155,"6/23 John Street Granville 2142",4,2,2,425000,"2012-03-01",-33.8391162845488,151.008751835212,785.109472542868
"156",156,"1/104-110 Elizabeth street Granville 2142",4,4,2,536000,"2012-03-01",-33.8375569991011,151.001992333216,1077.41268283089
"157",157,"5/136 Railway Street Granville 2142",2,1,1,370000,"2012-02-02",-33.8254420057989,150.995842949951,1693.29716792155
"158",158,"3/23 Elizabeth Street Granville 2142",3,2,2,548000,"2012-02-01",-33.8374539855111,151.008597189099,625.278916908622
"159",159,"6/39 Wellington Road Granville 2142",2,2,1,3e+05,"2012-02-01",-33.8647576160099,151.0245913691,3764.28945963307
"160",160,"6/39 Wellington Rd Granville 2142",2,2,1,3e+05,"2012-02-01",-33.8647576160099,151.0245913691,3764.28945963307
"161",161,"1/104 Elizabeth Street Granville 2142",4,4,2,536000,"2012-01-01",-33.8375569991011,151.001992333216,1077.41268283089
"162",162,"1 32 Alfred Street Granville 2142",3,2,1,531000,"2012-01-01",-33.829587820838,151.014903816867,429.579153241644
"163",163,"1/32 Alfred Street (Cnr Gray St) Granville 2142",3,2,1,531000,"2012-01-01",-33.829587820838,151.014903816867,429.579153241644
"164",164,"6/23 Elizabeth Street Granville 2142",3,2,2,548000,"2011-12-12",-33.8374863396573,151.008836995349,617.589296214132
"165",165,"10/335-339 Blaxcell Street Granville 2142",3,2,2,395000,"2011-12-09",-33.8560227508918,151.008054963782,2632.79689645462
"166",166,"1/23 Elizabeth Street Granville 2142",4,3,2,588000,"2011-12-07",-33.8374330307531,151.008450589612,630.216252286778
"167",167,"7/23 Elizabeth Street Granville 2142",3,2,2,498000,"2011-12-01",-33.8376310113061,151.00875988184,635.151745105063
"168",168,"3/63-65 Victoria Street Granville 2142",3,2,2,711888,"2011-11-29",-33.8278436306062,151.008964567915,599.277824058061
"169",169,"6/151-155 Blaxcell Street Granville 2142",3,2,1,380500,"2011-11-08",-33.845508533458,151.010116409049,1447.48712720696
"170",170,"2/92 Clyde Street Granville 2142",3,NA,NA,405000,"2011-11-01",-33.8422258029888,151.013233387383,1077.59128540409
"171",171,"9/34 Elizabeth Street Granville 2142",3,1,1,360000,"2011-11-01",-33.8383173215381,151.007460938304,762.381075750378
"172",172,"6/136 Railway Street Granville 2142",2,2,1,382000,"2011-10-01",-33.8254420057989,150.995842949951,1693.29716792155
"173",173,"2/162 William Street Granville 2142",3,2,2,395000,"2011-09-14",-33.8349576032883,151.001456645784,1009.63267768776
"174",174,"1/136 Railway Street Granville 2142",2,2,1,388000,"2011-09-01",-33.8254420057989,150.995842949951,1693.29716792155
"175",175,"3/9 Gray Street Granville 2142",3,2,2,710000,"2011-09-01",-33.8295241183739,151.01431314415,403.725692797222
"176",176,"14/104-110 Elizabeth Street Granville 2142",3,3,3,385000,"2011-08-08",-33.8375569991011,151.001992333216,1077.41268283089
"177",177,"14/104-110 Elizabeth St Granville 2142",3,3,3,385000,"2011-08-08",-33.8375569991011,151.001992333216,1077.41268283089
"178",178,"2/136 Railway Street Granville 2142",2,2,NA,486000,"2011-08-01",-33.8254420057989,150.995842949951,1693.29716792155
"179",179,"3/136 Railway Street Granville 2142",2,2,1,515000,"2011-08-01",-33.8254420057989,150.995842949951,1693.29716792155
"180",180,"8/151 Blaxcell Street Granville 2142",3,2,1,370000,"2011-07-30",-33.845508533458,151.010116409049,1447.48712720696
"181",181,"4/32 Alfred Street (Cnr Gray St) Granville 2142",3,2,1,520000,"2011-07-15",-33.829587820838,151.014903816867,429.579153241644
"182",182,"4 32 Alfred Street Granville 2142",3,2,1,520000,"2011-07-01",-33.829587820838,151.014903816867,429.579153241644
"183",183,"4/136 Railway Street Granville 2142",2,NA,NA,385000,"2011-07-01",-33.8254420057989,150.995842949951,1693.29716792155
"184",184,"4/32 Alfred Street (Cnr Gray St) Granville 2142",3,2,1,165000,"2011-07-01",-33.829587820838,151.014903816867,429.579153241644
"185",185,"6/162 William Street Granville 2142",3,2,2,370000,"2011-06-17",-33.8349576032883,151.001456645784,1009.63267768776
"186",186,"23 Elizabeth Street Granville 2142",3,2,1,2020000,"2011-06-09",-33.8376592583198,151.008528038398,648.270735789396
"187",187,"9/151 Blaxcell Street Granville 2142",3,2,2,412500,"2011-06-01",-33.845508533458,151.010116409049,1447.48712720696
"188",188,"13/39-47 Wellington Road Granville 2142",3,2,2,355000,"2011-05-25",-33.8647576160099,151.0245913691,3764.28945963307
"189",189,"13/39-47 Wellington Rd Granville 2142",3,2,2,355000,"2011-05-25",-33.8647576160099,151.0245913691,3764.28945963307
"190",190,"3/37-41 Elizabeth Street Granville 2142",2,1,1,330000,"2011-05-01",-33.837639854214,151.007283744871,710.59111504801
"191",191,"3/37 Elizabeth Street Granville 2142",2,1,1,530000,"2011-05-01",-33.837639854214,151.007283744871,710.59111504801
"192",192,"9/143-145 Blaxcell Street Granville 2142",2,1,1,342000,"2011-03-17",-33.8450683159032,151.01027390501,1397.11246145855
"193",193,"4/149 Blaxcell Street Granville 2142",3,1,2,417000,"2011-03-10",-33.845268391932,151.01016393444,1420.42066811648
"194",194,"4/149 Blaxcell Street Granville 2142",3,1,2,413500,"2011-03-10",-33.845268391932,151.01016393444,1420.42066811648
"195",195,"10/143-145 Blaxcell Street Granville 2142",2,1,1,333000,"2010-12-14",-33.8450683159032,151.01027390501,1397.11246145855
"196",196,"1 143 Blaxcell Street Granville 2142",4,2,2,420000,"2010-11-23",-33.8450683159032,151.01027390501,1397.11246145855
"197",197,"4/92 Clyde Street Granville 2142",3,2,2,380000,"2010-11-01",-33.8422258029888,151.013233387383,1077.59128540409
"198",198,"3/317 BLAXCELL STREET Granville 2142",2,2,1,325000,"2010-10-20",-33.8496922156527,151.00883874997,1925.01645741341
"199",199,"6 124 RAILWAY STREET Granville 2142",2,1,1,353000,"2010-10-15",-33.8260890468145,150.996451057026,1610.20647995469
"200",200,"4/104-110 Elizabeth Street Granville 2142",3,2,1,370000,"2010-10-06",-33.8375569991011,151.001992333216,1077.41268283089
"201",201,"14/335 Blaxcell Granville 2142",3,1,1,379950,"2010-10-01",-33.8560227508918,151.008054963782,2632.79689645462
"202",202,"2/335 Blaxcell Street Granville 2142",3,2,1,303000,"2010-09-30",-33.8362561696378,151.011013607965,417.09773619893
"203",203,"2 39-47 Wellington Road Granville 2142",2,2,1,298000,"2010-09-11",-33.8644549992098,151.023498272656,3701.99364586243
"204",204,"2/39-47 Wellington Road Granville 2142",2,2,1,298000,"2010-09-11",-33.8647576160099,151.0245913691,3764.28945963307
"205",205,"2/39-47 Wellington Rd Granville 2142",2,2,1,298000,"2010-09-11",-33.8647576160099,151.0245913691,3764.28945963307
"206",206,"14 39 Wellington Road Granville 2142",3,2,2,350000,"2010-09-03",-33.8647576160099,151.0245913691,3764.28945963307
"207",207,"14/39 Wellington Road Granville 2142",3,2,2,350000,"2010-09-03",-33.8647576160099,151.0245913691,3764.28945963307
"208",208,"14/39 Wellington Rd Granville 2142",3,2,2,350000,"2010-09-03",-33.8647576160099,151.0245913691,3764.28945963307
"209",209,"6/124 Railway Street Granville 2142",2,1,1,353000,"2010-09-01",-33.8260890468145,150.996451057026,1610.20647995469
"210",210,"1/17-19 Brussels Street Granville 2142",3,2,2,4e+05,"2010-08-30",-33.8517178892399,151.013201033237,2131.08886232208
"211",211,"3/124 RAILWAY STREET Granville 2142",2,2,1,369000,"2010-08-23",-33.8260890468145,150.996451057026,1610.20647995469
"212",212,"3/124 RAILWAY STREET Granville 2142",2,2,1,369000,"2010-08-23",-33.8260890468145,150.996451057026,1610.20647995469
"213",213,"8/67 Brunswick Street Granville 2142",3,2,1,398500,"2010-08-09",-33.8398255611955,151.003590259237,1118.77266589726
"214",214,"9/335-339 Blaxcell Street Granville 2142",3,2,2,356000,"2010-06-10",-33.8560227508918,151.008054963782,2632.79689645462
"215",215,"3/166 The Trongate Granville 2142",3,2,2,380000,"2010-06-08",-33.8451853691811,151.01104260935,1403.79079352384
"216",216,"3/1 Brussels Street Granville 2142",4,2,2,425000,"2010-05-22",-33.8519262214433,151.014677254024,2165.57896325849
"217",217,"9/26 Elizabeth Stret Granville 2142",3,2,2,395000,"2010-04-27",-33.83821414031,151.007874082312,732.207783982489
"218",218,"9/26 Elizabeth Street Granville 2142",3,2,2,395000,"2010-04-27",-33.83821414031,151.007874082312,732.207783982489
"219",219,"5/162 William Street Granville 2142",3,2,2,368000,"2010-04-16",-33.8349576032883,151.001456645784,1009.63267768776
"220",220,"3/59-61 Lavinia Street Granville 2142",2,2,1,307000,"2010-03-09",-33.8484638667891,151.003853953911,1919.87054386977
"221",221,"9/59-61 Lavinia Street Granville 2142",3,2,3,331000,"2010-02-02",-33.8484638667891,151.003853953911,1919.87054386977
"222",222,"5/104 Elizabeth Street Granville 2142",3,3,2,380000,"2010-01-07",-33.8375569991011,151.001992333216,1077.41268283089
"223",223,"5/104-110 Elizabeth Street Granville 2142",3,3,2,380000,"2010-01-07",-33.8375569991011,151.001992333216,1077.41268283089
"224",224,"10/104-110 Elizabeth Street Granville 2142",3,3,2,381500,"2010-01-04",-33.8375569991011,151.001992333216,1077.41268283089
"225",225,"1/104-110 Elizabeth Granville 2142",4,4,4,536000,"2010-01-01",-33.8375569991011,151.001992333216,1077.41268283089
"226",226,"5/50 William Street Granville 2142",2,1,1,428000,"2009-12-01",-33.8366590039044,151.012361334177,453.07986812301
"227",227,"5/9 Gray St Granville 2142",2,1,2,335000,"2009-11-18",-33.8295241183739,151.01431314415,403.725692797222
"228",228,"8/36-40 Louis Street Granville 2142",3,2,2,415000,"2009-09-14",-33.8414133451141,151.007106132343,1080.42446755808
"229",229,"11/36-40 Louis Street Granville 2142",3,2,2,409000,"2009-09-04",-33.8414133451141,151.007106132343,1080.42446755808
"230",230,"1/151 Blaxcell Street Granville 2142",3,2,2,320000,"2009-08-01",-33.845508533458,151.010116409049,1447.48712720696
"231",231,"16/39 Wellington Road Granville 2142",3,2,2,305000,"2009-06-30",-33.8647576160099,151.0245913691,3764.28945963307
"232",232,"7/34-38 Elizabeth Street Granville 2142",3,2,1,368000,"2009-06-20",-33.8383173215381,151.007460938304,762.381075750378
"233",233,"9/54 William Street Granville 2142",2,1,1,350000,"2009-06-01",-33.8365131587891,151.011875602888,435.762686363722
"234",234,"5/17-19 Brussels street Granville 2142",3,2,1,345000,"2009-05-04",-33.8517178892399,151.013201033237,2131.08886232208
"235",235,"5/40 Elizabeth Street Granville 2142",3,1,2,367000,"2009-05-01",-33.8382643898196,151.007082495376,777.404683972067
"236",236,"5/39 Wellington Road Granville 2142",2,2,1,260000,"2009-02-06",-33.8647576160099,151.0245913691,3764.28945963307
"237",237,"5/39 Wellington Rd Granville 2142",2,2,NA,250000,"2009-02-06",-33.8647576160099,151.0245913691,3764.28945963307
"238",238,"9/162 William Street Granville 2142",3,2,2,335000,"2009-02-01",-33.8349576032883,151.001456645784,1009.63267768776
"239",239,"8/54 William Street Granville 2142",2,1,1,265000,"2009-02-01",-33.8365131587891,151.011875602888,435.762686363722
"240",240,"7/9 Gray Street Granville 2142",3,2,2,390000,"2009-02-01",-33.8295241183739,151.01431314415,403.725692797222
"241",241,"1/162 William Street Granville 2142",2,2,2,280000,"2009-01-01",-33.8349576032883,151.001456645784,1009.63267768776
"242",242,"3/34-38 Elizabeth Street Granville 2142",3,2,2,360000,"2008-12-29",-33.8383173215381,151.007460938304,762.381075750378
"243",243,"11 Tottenham Street Granville 2142",1,1,1,610000,"2008-12-01",-33.8256169780277,151.006818297788,913.16510399778
"244",244,"6/104 Elizabeth Street Granville 2142",3,2,2,350000,"2008-12-01",-33.8375569991011,151.001992333216,1077.41268283089
"245",245,"4/335-339 Blaxcell Street Granville 2142",3,2,NA,289000,"2008-11-11",-33.8560227508918,151.008054963782,2632.79689645462
"246",246,"11/104 Elizabeth Street Granville 2142",3,1,NA,341000,"2008-11-01",-33.8375569991011,151.001992333216,1077.41268283089
"247",247,"1/92-94 Clyde Street Granville 2142",3,2,1,360000,"2008-07-31",-33.8422258029888,151.013233387383,1077.59128540409
"248",248,"9/22 Blaxcell Street Granville 2142",3,2,1,335000,"2008-07-01",-33.8374040293681,151.010870612697,544.883220667836
"249",249,"26 Elizabeth Street Granville 2142",3,1,2,345000,"2008-06-10",-33.8384233945228,151.007946418136,748.817448614184
"250",250,"39-45 Wellington Road Granville 2142",2,2,1,250000,"2008-06-01",-33.8646512915681,151.023574308969,3724.94282713845
"251",251,"3/28 Inkerman Street Granville 2142",3,2,2,425000,"2008-03-01",-33.8254379405759,151.000685091596,1315.46664698383
"252",252,"2/104 Elizabeth Street Granville 2142",3,2,2,330000,"2007-12-01",-33.8375569991011,151.001992333216,1077.41268283089
"253",253,"6/50 William Street Granville 2142",2,1,1,247000,"2007-08-01",-33.8366590039044,151.012361334177,453.07986812301
"254",254,"7/65 Meehan Street Granville 2142",2,1,1,276000,"2007-07-01",-33.8262607920106,150.998617946635,1424.54630255079
"255",255,"4/26 Elizabeth Street Granville 2142",3,3,2,349000,"2007-07-01",-33.8383679482333,151.008097795308,736.523134147603
"256",256,"8/335 Blaxcell Street Granville 2142",3,2,1,360000,"2007-07-01",-33.8367259334013,151.010898189159,470.46082405146
"257",257,"4/113 Blaxcell Street Granville 2142",3,2,2,1700000,"2007-06-01",-33.8432989380524,151.010566433431,1198.35390232308
"258",258,"4/162 William Street Granville 2142",3,2,2,7e+05,"2007-05-01",-33.8349576032883,151.001456645784,1009.63267768776
"259",259,"4/18 The Trongate Granville 2142",2,1,2,225000,"2007-05-01",-33.8372765825304,151.012678421574,524.360739167702
"260",260,"3/23 John Street Granville 2142",4,2,2,785000,"2007-05-01",-33.8391162845488,151.008751835212,785.109472542868
"261",261,"7/104 Elizabeth Street Granville 2142",4,4,1,405000,"2007-05-01",-33.8375569991011,151.001992333216,1077.41268283089
"262",262,"4/2-4 Markey Street Granville 2142",3,2,2,310000,"2007-03-03",-33.8562151155696,151.006656527057,2674.84281657397
"263",263,"15/104 Elizabeth Street Granville 2142",2,2,2,350000,"2007-03-01",-33.8375569991011,151.001992333216,1077.41268283089
"264",264,"2/54 William Street Granville 2142",3,1,1,230000,"2007-01-01",-33.8365131587891,151.011875602888,435.762686363722
"265",265,"9/335-339 Blaxcell Street Granville 2142",3,2,2,360000,"2006-11-01",-33.8560227508918,151.008054963782,2632.79689645462
"266",266,"4/335-339 Blaxcell Street Granville 2142",3,2,1,395000,"2006-08-01",-33.8560227508918,151.008054963782,2632.79689645462
"267",267,"6/36 Louis Street Granville 2142",3,2,2,385000,"2006-07-01",-33.8414133451141,151.007106132343,1080.42446755808
"268",268,"11 Kemp Street Granville 2142",2,1,2,360000,"2006-07-01",-33.8304093311682,151.014162186074,315.34943872428
"269",269,"2/36 Louis Street Granville 2142",3,NA,NA,396500,"2006-03-01",-33.8414133451141,151.007106132343,1080.42446755808
"270",270,"138 Railway Street Granville 2142",2,1,1,485000,"2006-03-01",-33.8253298978439,150.995750665197,1706.71501773757
"271",271,"12/54 William Street Granville 2142",3,1,1,275000,"2006-03-01",-33.8365131587891,151.011875602888,435.762686363722
"272",272,"10/335-339 Blaxcell Street Granville 2142",3,2,2,650000,"2005-12-22",-33.8560227508918,151.008054963782,2632.79689645462
"273",273,"3/10 Marsden Street Granville 2142",2,1,1,425000,"2005-11-01",-33.8266404503149,150.999671635683,1319.01630496456
"274",274,"6/92 Clyde Street Granville 2142",3,1,1,348000,"2005-11-01",-33.8422258029888,151.013233387383,1077.59128540409
"275",275,"7/17 Wallace Street Granville 2142",3,2,2,320000,"2005-11-01",-33.8301307167067,151.002083360684,957.312828382723
"276",276,"5/9 Gray Street Granville 2142",2,1,2,530000,"2005-09-01",-33.8295241183739,151.01431314415,403.725692797222
"277",277,"1/124 Railway Street Granville 2142",2,1,1,510000,"2005-09-01",-33.8260890468145,150.996451057026,1610.20647995469
"278",278,"4/170 The Trongate Granville 2142",3,2,2,330000,"2005-06-01",-33.8453781529541,151.010936745913,1425.85075775316
"279",279,"3/143 Blaxcell Street Granville 2142",3,2,2,382500,"2005-05-01",-33.8450683159032,151.01027390501,1397.11246145855
"280",280,"2/149 Blaxcell Street Granville 2142",3,1,1,330000,"2005-04-01",-33.845268391932,151.01016393444,1420.42066811648
"281",281,"7/23 John Street Granville 2142",3,2,2,377000,"2004-12-01",-33.8391162845488,151.008751835212,785.109472542868
"282",282,"1/166 The Trongate Granville 2142",3,NA,NA,353000,"2004-12-01",-33.8451853691811,151.01104260935,1403.79079352384
"283",283,"6/166 The Trongate Granville 2142",3,NA,NA,395000,"2004-09-01",-33.8451853691811,151.01104260935,1403.79079352384
"284",284,"2/124 Railway Street Granville 2142",2,1,1,385000,"2004-09-01",-33.8260890468145,150.996451057026,1610.20647995469
"285",285,"8/143 Blaxcell Street Granville 2142",2,1,1,320000,"2004-09-01",-33.8450683159032,151.01027390501,1397.11246145855
"286",286,"3/50 William Street Granville 2142",2,NA,NA,280000,"2004-08-01",-33.8366590039044,151.012361334177,453.07986812301
"287",287,"6/143 Blaxcell Street Granville 2142",3,NA,NA,338000,"2004-08-01",-33.8450683159032,151.01027390501,1397.11246145855
"288",288,"8/23 John Street Granville 2142",3,NA,NA,375000,"2004-07-01",-33.8391162845488,151.008751835212,785.109472542868
"289",289,"5/143 Blaxcell Street Granville 2142",3,NA,NA,385000,"2004-06-01",-33.8450683159032,151.01027390501,1397.11246145855
"290",290,"8/162 William Street Granville 2142",3,2,2,658000,"2004-06-01",-33.8349576032883,151.001456645784,1009.63267768776
"291",291,"3/162 William Street Granville 2142",3,2,1,390000,"2004-05-01",-33.8349576032883,151.001456645784,1009.63267768776
"292",292,"106 Elizabeth Street Granville 2142",3,2,2,450000,"2004-05-01",-33.8375569991011,151.001992333216,1077.41268283089
"293",293,"108 Elizabeth Street Granville 2142",3,2,2,450000,"2004-05-01",-33.8375569991011,151.001992333216,1077.41268283089
"294",294,"9/17 Wallace Street Granville 2142",3,2,2,388000,"2004-05-01",-33.8301307167067,151.002083360684,957.312828382723
"295",295,"6/48 Pegler Avenue Granville 2142",3,2,1,380000,"2003-09-01",-33.8543410477482,151.008940344215,2436.67921982962
"296",296,"337 Blaxcell Street Granville 2142",3,2,1,550000,"2003-08-01",-33.8479238416628,151.009122466109,1726.46629799702
"297",297,"339 Blaxcell Street Granville 2142",3,2,1,890000,"2003-08-01",-33.8479238416628,151.009122466109,1726.46629799702
"298",298,"2/317 BLAXCELL Street Granville 2142",3,2,1,365000,"2003-08-01",-33.8362561696378,151.011013607965,417.09773619893
"299",299,"5/317 Blaxcell Street Granville 2142",3,1,1,365000,"2003-07-01",-33.8496922156527,151.00883874997,1925.01645741341
"300",300,"1/317 Blaxcell Street Granville 2142",3,2,2,370000,"2003-07-01",-33.8496922156527,151.00883874997,1925.01645741341
"301",301,"6/27 John Street Granville 2142",3,1,1,391000,"2003-06-01",-33.8390696811672,151.008429048121,792.285885509715
"302",302,"6/317 Blaxcell Street Granville 2142",3,2,1,560000,"2003-06-01",-33.8366794976577,151.010380522818,478.18046005274
"303",303,"8/63-65 Victoria Street Granville 2142",4,3,2,298500,"2002-10-25",-33.8278436306062,151.008964567915,599.277824058061
"304",304,"317 Blaxcell Street Granville 2142",2,2,1,7e+05,"2002-06-01",-33.8496922156527,151.00883874997,1925.01645741341
"305",305,"5/104-110 Elizabeth Street Granville 2142",3,3,2,259000,"2002-06-01",-33.8375569991011,151.001992333216,1077.41268283089
"306",306,"6/149 Blaxcell Street Granville 2142",2,1,2,520000,"2002-04-01",-33.845268391932,151.01016393444,1420.42066811648
